name,description,url
Loewe,Campo leather Chelsea boots ,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/be/P00840203.jpg
Givenchy,Spectre leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/26/P00899171.jpg
Brunello Cucinelli,Leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/37/P00842595.jpg
Givenchy,Storm leather derby shoes,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/e3/P00877078.jpg
Alexander McQueen,Oversized leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/35/P00896579.jpg
Manolo Blahnik,Delsa leather Chelsea boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/7d/P00831193.jpg
Givenchy,Mr G leather loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/81/P00876332.jpg
Balenciaga,Bulldozer leather lace-up boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/a1/P00850827.jpg
Alexander McQueen,Oversized leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/5b/P00896576.jpg
Bottega Veneta,Sunday leather slipper,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/c8/P00890601.jpg
Bottega Veneta,Haddock leather Derby shoes,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/03/P00890603.jpg
Gucci,Ace GG Supreme sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/a2/P00879221.jpg
Bottega Veneta,Haddock leather Derby shoes,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/36/P00890602.jpg
Gucci,Ace leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/05/P00879212.jpg
Manolo Blahnik,Norton leather Oxford shoes,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/0c/P00831248.jpg
Burberry,Burberry Check boots ,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/64/P00899542.jpg
Balenciaga,Sunday leather clogs,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/30/P00889954.jpg
Manolo Blahnik,Semanado leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/93/P00831269.jpg
Gucci,Screener leather-trimmed GG sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/58/P00879371.jpg
Manolo Blahnik,Suede sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/a2/P00831271.jpg
Balenciaga,Sunday suede mules,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/d6/P00888846.jpg
Burberry,Burberry Check canvas sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/16/P00888011.jpg
Gucci,Screener GG leather-trimmed sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/66/P00879372.jpg
Christian Louboutin,Louis Junior suede sneakers ,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/9e/P00830477.jpg
Burberry,EKD leather boat shoes,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/87/P00867245.jpg
Balenciaga,3XL sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/b1/P00850977.jpg
Christian Louboutin,Melon Spikes leather Chelsea boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/a8/P00830470.jpg
Christian Louboutin,Penny leather loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/66/P00830474.jpg
Bottega Veneta,Fireman Intreccio ankle boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/3d/P00863080.jpg
Manolo Blahnik,Brompton suede Chelsea boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/74/P00831228.jpg
Manolo Blahnik,Suede slippers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/8e/P00831137.jpg
Berluti,Shadow sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/bc/P00828400.jpg
Manolo Blahnik,Perry suede penny loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/28/P00831246.jpg
Burberry,Shearling-trimmed suede ankle boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/40/P00867244.jpg
Manolo Blahnik,Monaco suede loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/ae/P00831258.jpg
John Lobb,Bath suede loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/1b/P00829968.jpg
John Lobb,Rydal leather Oxford shoes ,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/a3/P00829980.jpg
Bottega Veneta,Orbit sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/1a/P00858690.jpg
Christian Louboutin,Rantulow Orlato canvas sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/33/P00830476.jpg
Christian Louboutin,Alpinosol suede Chelsea boots ,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/13/P00830471.jpg
Saint Laurent,Army leather Derby shoes,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/78/P00829077.jpg
Manolo Blahnik,Semanado leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/59/P00831213.jpg
Gucci,Rhyton leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/6f/P00815983.jpg
Manolo Blahnik,Carlton embellished velvet loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/23/P00831275.jpg
Gucci,Rhyton leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/92/P00815982.jpg
John Lobb, Foundry II leather low-top sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/2c/P00865465.jpg
Bottega Veneta,Snap suede ankle boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/e5/P00863079.jpg
Manolo Blahnik,Truro suede loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/ff/P00831226.jpg
Manolo Blahnik,Monaco suede loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/f1/P00831222.jpg
Manolo Blahnik,Brompton suede Chelsea boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/60/P00831186.jpg
Christian Louboutin,Loubishark leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/af/P00830485.jpg
Christian Louboutin,Louis suede sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/b8/P00830480.jpg
Manolo Blahnik,Delsa suede Chelsea boot,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/21/P00831255.jpg
Saint Laurent,Leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/f6/P00829062.jpg
Balenciaga,Steroid Derby shoes,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/96/P00871950.jpg
Balenciaga,3XL sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/9c/P00850983.jpg
Christian Louboutin,Seavaste 2 Orlato sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/01/P00830487.jpg
Balenciaga,Bouncer sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/46/P00859147.jpg
Manolo Blahnik,Truro suede loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/76/P00831227.jpg
Christian Louboutin,Louis Junior Spikes sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/d0/P00830479.jpg
Alexander McQueen,Embellished suede loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/47/P00864156.jpg
Manolo Blahnik,Brompton suede Chelsea boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/f2/P00831252.jpg
Christian Louboutin,Davisol suede Derby shoes ,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/bf/P00830473.jpg
Christian Louboutin,Louis Junior Spikes suede sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/42/P00830478.jpg
Christian Louboutin,Louis Junior Spikes suede sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/76/P00830481.jpg
Bottega Veneta,Leather ankle boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/71/P00858694.jpg
Bottega Veneta,Intrecciato leather Derby shoes,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/15/P00858693.jpg
Dolce&Gabbana,Saint Tropez leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/8b/P00816346.jpg
Christian Louboutin,Happyrui leather-trimmed sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/93/P00830482.jpg
Christian Louboutin,Astroloubi leather sneakers ,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/2f/P00830484.jpg
Balenciaga,3XL sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/44/P00868281.jpg
Christian Louboutin,Astroloubi leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/cd/P00830489.jpg
Christian Louboutin,Greghost leather Oxford shoes,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/a8/P00830488.jpg
Christian Louboutin,Alpinosol suede ankle boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/fd/P00830472.jpg
The Row,Owen Runner suede-trimmed sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/51/P00835950.jpg
Manolo Blahnik,Truro leather loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/8e/P00831256.jpg
Manolo Blahnik,Otawi leather slides,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/61/P00831202.jpg
Manolo Blahnik,Monaco suede loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/99/P00831219.jpg
Manolo Blahnik,Plymouth suede penny loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/4d/P00831225.jpg
Saint Laurent,LAX leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/aa/P00829076.jpg
John Lobb,Dixter suede desert boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/66/P00829982.jpg
John Lobb,River leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/4d/P00829978.jpg
Manolo Blahnik,Mario patent leather loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/8f/P00831216.jpg
Christian Louboutin,Paqueboat canvas and leather loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/2d/P00830475.jpg
Loewe,Terra leather Derby shoes,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/cd/P00840204.jpg
John Lobb,Rydal suede Derby shoes,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/bb/P00829979.jpg
Acne Studios,Leather Derby shoes,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/1c/P00831086.jpg
Christian Louboutin,Happyrui leather-trimmed sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/7c/P00830483.jpg
Loewe,Ease Anagram leather thong sandals,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/0d/P00806570.jpg
Loewe,Toy leather slippers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/1b/P00840195.jpg
Christian Louboutin,Fun Louis Junior leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/71/P00830486.jpg
Berluti,Sifnos Scritto leather slides,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/dc/P00828392.jpg
Christian Louboutin,Dandelion velvet loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/52/P00808132.jpg
Gucci,Gucci Run suede sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/f4/P00815926.jpg
Gucci,Interlocking G leather moccasins,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/a0/P00815881.jpg
Zegna,Triple Stitch leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/93/P00828554.jpg
Christian Louboutin,Louis Junior suede low-top sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/9d/P00808142.jpg
Christian Louboutin,Louis Junior suede sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/a3/P00808143.jpg
Dolce&Gabbana,Saint Tropez low-top leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/20/P00816341.jpg
Alexander McQueen,Tread Slick leather ankle boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/f9/P00864157.jpg
Zegna,Oxford leather shoes,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/40/P00828596.jpg
Christian Louboutin,Greggo leather-trimmed Oxford shoes,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/84/P00808135.jpg
Christian Louboutin,Dhabubizz leather sandals,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/17/P00808133.jpg
Christian Louboutin,Dhabubizz suede sandals,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/af/P00808134.jpg
Christian Louboutin,Louis Spikes suede high-top sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/9e/P00808138.jpg
Christian Louboutin,Loubi Be leather sandals,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/58/P00808140.jpg
Christian Louboutin,Chambeliss leather Derby shoes,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/1d/P00808131.jpg
Bottega Veneta,Fireman leather Chelsea boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/8b/P00856558.jpg
Saint Laurent,SL/80 high-top leather and suede sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/ca/P00829060.jpg
John Lobb,Masons leather Chelsea boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/8e/P00829975.jpg
Saint Laurent,Cassandre studded suede thong sandals,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/c7/P00829075.jpg
Christian Louboutin,Abubizz leather slippers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/81/P00808128.jpg
Gucci,Horsebit GG canvas slippers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/98/P00815922.jpg
Christian Louboutin,Alpinono leather Chelsea boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/59/P00808130.jpg
Christian Louboutin,Embellished suede mules,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/11/P00808129.jpg
Gucci,Screener GG sneaker,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/c5/P00815868.jpg
Givenchy,Show leather ankle boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/c7/P00833517.jpg
Saint Laurent,SL/61 leather low-top sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/0e/P00829061.jpg
John Lobb,Mason suede Chelsea boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/df/P00829977.jpg
Zegna,X-Lite leather loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/3b/P00828555.jpg
Balenciaga,3XL mesh sneaker mules,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/bf/P00856471.jpg
Tom Ford,Radcliffe leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/b3/P00817547.jpg
Dolce&Gabbana,Portofino leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/9c/P00816313.jpg
Saint Laurent,Wyatt suede ankle boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/e9/P00829073.jpg
Dolce&Gabbana,Logo leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/c7/P00816311.jpg
Tom Ford,Cambridge suede sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/50/P00817544.jpg
Christian Louboutin,Penny No Back suede loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/d6/P00808146.jpg
Dolce&Gabbana,Logo leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/eb/P00816307.jpg
Balenciaga,Runner sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/40/P00846992.jpg
Dolce&Gabbana,Logo leather slides,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/cb/P00816304.jpg
Christian Louboutin,Paquepapa No Back suede espadrilles,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/58/P00808145.jpg
Brunello Cucinelli,Suede ankle boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/3d/P00830238.jpg
Burberry,Checked canvas slides,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/13/P00818439.jpg
Dolce&Gabbana,Portofino low-top leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/8d/P00816314.jpg
Burberry,Burberry Check felted penny loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/d4/P00818442.jpg
Christian Louboutin,Varsiboat suede boat shoes,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/f6/P00808147.jpg
Christian Louboutin,Loubi Cross rubber slides,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/66/P00808141.jpg
Berluti,Shadow knitted and leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/41/P00735454.jpg
Balenciaga,Santiago leather boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/55/P00827562.jpg
Gucci,GG Supreme canvas and leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/39/P00815833.jpg
Christian Louboutin,Happyrui suede-trimmed sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/78/P00808136.jpg
Balenciaga,Paris denim slippers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/d0/P00827591.jpg
Balenciaga,Santiago over-the-knee leather boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/51/P00827558.jpg
Alexander McQueen,Oversized leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/07/P00837201.jpg
Bottega Veneta,Strut leather Oxford shoes,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/9e/P00830089.jpg
Balenciaga,Runner sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/1c/P00827573.jpg
Christian Louboutin,Suede loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/17/P00808148.jpg
Christian Louboutin,Happyrui Spikes suede sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/e5/P00808137.jpg
Alexander McQueen,Tread Slick canvas high-top sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/28/P00837464.jpg
Christian Louboutin,Louis Junior Spikes sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/41/P00752567.jpg
Bottega Veneta,Braided slides,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/66/P00838155.jpg
Bottega Veneta,Crossover leather sandals,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/d1/P00832867.jpg
Christian Louboutin,Louis suede embellished sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/15/P00808144.jpg
Bottega Veneta,Crossover leather sandals,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/a8/P00836540.jpg
Bottega Veneta,Lug leather sandals,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/62/P00830090.jpg
Burberry,Rupert suede loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/8c/P00818441.jpg
Burberry,Vintage Check low-top sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/ad/P00818432.jpg
Loro Piana,Moorea leather sandals,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/a6/P00752963.jpg
Christian Louboutin,Penny No Back suede and croc-effect loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/24/P00752561.jpg
Bottega Veneta,Vulcan high-top canvas sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/95/P00830088.jpg
Bottega Veneta,Intrecciato leather slippers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/93/P00830093.jpg
Gucci,MAC80 leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/d2/P00815903.jpg
Givenchy,G Plage logo slides,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/13/P00836516.jpg
Gucci,MAC80 leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/bc/P00815921.jpg
Brunello Cucinelli,Suede loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/e5/P00817996.jpg
Bottega Veneta,Rubber slides,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/0b/P00830091.jpg
Alexander McQueen,Leather ankle boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/f3/P00822804.jpg
Alexander McQueen,Punk leather ankle boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/0f/P00822802.jpg
Saint Laurent,SL/61 leather low-top sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/a7/P00827047.jpg
Christian Louboutin,Louis Spikes suede sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/4f/P00808139.jpg
Balenciaga,x Crocs platform slides,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/0f/P00824969.jpg
Christian Louboutin,Chelsea Cloo suede boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/08/P00752572.jpg
Loro Piana,360 LP Flexy Walk Wish® wool sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/57/P00738131.jpg
Alexander McQueen,Hybrid rubber slides,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/e0/P00822799.jpg
Alexander McQueen,Oversized suede sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/9f/P00822805.jpg
Gucci,GG Supreme canvas slides,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/07/P00773765.jpg
Balenciaga,3XL mesh sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/8f/P00807230.jpg
Christian Louboutin,Louis Junior Spikes suede sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/3d/P00752581.jpg
Saint Laurent,SL/61 leather and suede sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/4c/P00775919.jpg
Lemaire,Fisherman leather sandals,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/e7/P00750687.jpg
Valentino Garavani,Rockrunner mesh sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/52/P00791269.jpg
Christian Louboutin,Embellished suede slides,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/a0/P00752578.jpg
Christian Louboutin,Louis Junior Spikes leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/58/P00752589.jpg
Bottega Veneta,Intrecciato slippers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/c2/P00773841.jpg
Balenciaga,3XL sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/c1/P00806790.jpg
Berluti,Andy suede loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/5b/P00735457.jpg
Christian Louboutin,Hot Cross slides,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/d3/P00752585.jpg
Christian Louboutin,Suede loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/57/P00752577.jpg
Bottega Veneta,Canvas sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/72/P00773843.jpg
Christian Louboutin,Varsimule Bizz logo suede slides,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/41/P00752564.jpg
Givenchy,City Sport leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/ee/P00814596.jpg
Valentino Garavani,VLogo Signature leather driving shoes,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/49/P00768714.jpg
Givenchy,City Sport leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/25/P00814598.jpg
Christian Louboutin,Leather logo sandals,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/f9/P00752563.jpg
Christian Louboutin,Hot Cross slides,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/aa/P00752587.jpg
Christian Louboutin,Louis Junior Spikes sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/c8/P00752588.jpg
Berluti,Fast Track nubuck sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/f2/P00735455.jpg
Saint Laurent,Wyatt leather ankle boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/01/P00804946.jpg
Bottega Veneta,Intrecciato rubber slippers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/c4/P00773806.jpg
Saint Laurent,Wyatt suede Chelsea boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/d9/P00775877.jpg
Bottega Veneta,Intreccio rubber slides,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/d2/P00773807.jpg
Christian Louboutin,Penny No Back suede and croc-effect loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/65/P00752576.jpg
Balenciaga,Leopold satin flats,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/45/P00807241.jpg
Christian Louboutin,Dandelion suede loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/e9/P00734027.jpg
Tom Ford,Barnes suede espadrilles,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/b8/P00738341_d2.jpg
Balenciaga,Technoclog rubber mules,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/b6/P00807247.jpg
Christian Louboutin,Varsicool leather slides,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/8a/P00752570.jpg
Balenciaga,3XL sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/84/P00798279.jpg
Burberry,Leather low-top sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/1f/P00802034.jpg
The Row,Canal suede flats,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/45/P00727104.jpg
Christian Louboutin,Varsicool leather slides,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/08/P00752562.jpg
Loro Piana,360 Lp Flexy Walk sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/7f/P00808678.jpg
The Row,Emerson leather loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/4f/P00727131.jpg
Givenchy,G4 leather low-top sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/58/P00795742.jpg
Christian Louboutin,Louis suede sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/22/P00752580.jpg
Zegna,Udine leather Derby shoes,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/86/P00734245.jpg
Loro Piana,Travis leather penny loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/86/P00808676.jpg
Loro Piana,Travis leather chelsea boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/c7/P00808677.jpg
Bottega Veneta,Alfie leather slippers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/1b/P00773813.jpg
Saint Laurent,Cassandre leather thong sandals,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/e5/P00775837.jpg
Christian Louboutin,Suede espadrilles,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/e1/P00752568.jpg
Bottega Veneta,Padded leather sandals,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/b6/P00773829.jpg
Alexander McQueen,Oversized leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/20/P00768838.jpg
Zegna,Triple Stitch suede sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/64/P00734226.jpg
Tom Ford,Edgar patent leather loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/cc/P00738000.jpg
John Lobb,Lopez suede penny loafers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/47/P00752865.jpg
Brunello Cucinelli,Cotton knit sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/82/P00738330.jpg
Saint Laurent,Logo embroidered leather sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/a2/P00786693.jpg
Christian Louboutin,Louis Junior Spikes sneakers,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/5f/P00734032.jpg
Balenciaga,Steroid lace-up boots,https://img.mytheresa.com/332/376/100/jpeg/catalog/product/59/P00766853.jpg
