breadcrumbs,image_url,brand,product_name,listing_price,sizes,description,other_images
"Men,Designers,Dolce & Gabbana,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00512377.jpg,Dolce&Gabbana,Custom 2 Zero sneakers,€ 690,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47","Dolce & Gabbana's low-top sneakers are made from black leather uppers with contrasting silver-tone panels, and rubberized branding in white.","https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00512377.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00512377_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00512377_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00512377_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00512377_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00512377_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00512377_d4.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00512377.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00512377_b1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00512377_b2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00512377_d1.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00512377_d2.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00512377_d3.jpg,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00512377_d4.jpg"
